"CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
2210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65,25,5,27,174,2,44,1,6,22,2657,5,53,1,8,36,3944,17,21,15,296,1,0.875,0.337,0.067,0.364,2.343,0.027,0.593,0.013,0.081,0.296,35.785,0.067,0.714,0.013,0.108,0.485,53.118,0.229,0.283,0.202,3.987,0.013
2211,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,NA,NA,NA,NA,35,1,2,NA,NA,NA,52,NA,24,NA,NA,5,376,20,NA,1,62,NA,NA,NA,NA,NA,6.055,0.173,0.346,NA,NA,NA,8.997,NA,4.152,NA,NA,0.865,65.052,3.46,NA,0.173,10.727,NA
2212,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,4,NA,275,1508,NA,29,NA,9,7,1557,1,35,33,8,1,2596,477,59,8,321,NA,0.072,0.058,NA,3.967,21.751,NA,0.418,NA,0.13,0.101,22.458,0.014,0.505,0.476,0.115,0.014,37.444,6.88,0.851,0.115,4.63,NA
2213,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,NA,1,1,21,4,NA,NA,NA,6,2,54,NA,2,NA,3,NA,445,1,12,NA,13,NA,NA,0.177,0.177,3.717,0.708,NA,NA,NA,1.062,0.354,9.558,NA,0.354,NA,0.531,NA,78.761,0.177,2.124,NA,2.301,NA
2214,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,12,20,3,139,1627,1,9,12,19,31,990,2,138,NA,18,96,2471,4,12,12,610,NA,0.193,0.321,0.048,2.233,26.132,0.016,0.145,0.193,0.305,0.498,15.901,0.032,2.217,NA,0.289,1.542,39.688,0.064,0.193,0.193,9.798,NA
2215,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,NA,1,394,40,NA,74,NA,5,19,922,5,40,NA,11,6,3490,93,33,26,76,NA,0.019,NA,0.019,7.525,0.764,NA,1.413,NA,0.095,0.363,17.609,0.095,0.764,NA,0.21,0.115,66.654,1.776,0.63,0.497,1.451,NA
2216,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,5,2,6,18,778,NA,5,34,3,5,79,1,17,8,NA,3,1366,3,18,3,83,NA,0.205,0.082,0.246,0.739,31.924,NA,0.205,1.395,0.123,0.205,3.242,0.041,0.698,0.328,NA,0.123,56.053,0.123,0.739,0.123,3.406,NA
2217,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,NA,7,6,38,115,NA,12,10,12,3,69,1,36,1,12,NA,740,10,6,8,194,NA,NA,0.547,0.469,2.969,8.984,NA,0.938,0.781,0.938,0.234,5.391,0.078,2.812,0.078,0.938,NA,57.812,0.781,0.469,0.625,15.156,NA
2218,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,2,4,NA,NA,1126,1,20,NA,NA,1,174,1,47,NA,NA,2,1688,9,10,NA,211,NA,0.061,0.121,NA,NA,34.163,0.03,0.607,NA,NA,0.03,5.279,0.03,1.426,NA,NA,0.061,51.214,0.273,0.303,NA,6.402,NA
2219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,154,6,207,559,14,93,10,19,28,317,4,44,20,4,10,1462,119,24,33,415,NA,0.113,4.343,0.169,5.838,15.764,0.395,2.623,0.282,0.536,0.79,8.94,0.113,1.241,0.564,0.113,0.282,41.23,3.356,0.677,0.931,11.703,NA
2220,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,13,6,17,36,1131,NA,30,13,8,NA,165,1,119,6,26,2,2030,22,141,5,270,3,0.321,0.148,0.42,0.89,27.967,NA,0.742,0.321,0.198,NA,4.08,0.025,2.943,0.148,0.643,0.049,50.198,0.544,3.487,0.124,6.677,0.074
2221,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,1,4,2568,460,NA,67,2,7,1,145,2,9,3,20,7,3898,23,27,17,110,NA,0.095,0.014,0.054,34.806,6.235,NA,0.908,0.027,0.095,0.014,1.965,0.027,0.122,0.041,0.271,0.095,52.833,0.312,0.366,0.23,1.491,NA
2222,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,10,NA,83,609,NA,8,NA,4,7,190,6,84,1,13,4,1597,9,7,5,288,NA,0.102,0.342,NA,2.835,20.799,NA,0.273,NA,0.137,0.239,6.489,0.205,2.869,0.034,0.444,0.137,54.542,0.307,0.239,0.171,9.836,NA
2223,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,31,NA,83,787,NA,6,5,14,7,391,7,59,11,17,8,1647,1,18,6,634,1,NA,0.83,NA,2.223,21.082,NA,0.161,0.134,0.375,0.188,10.474,0.188,1.58,0.295,0.455,0.214,44.12,0.027,0.482,0.161,16.984,0.027
2224,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,6,25,2,136,349,NA,7,4,14,49,1591,NA,37,4,20,30,1606,11,6,16,558,NA,0.134,0.559,0.045,3.042,7.806,NA,0.157,0.089,0.313,1.096,35.585,NA,0.828,0.089,0.447,0.671,35.92,0.246,0.134,0.358,12.48,NA
2225,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,NA,NA,83,13,NA,16,1,NA,4,358,NA,1,NA,NA,33,1414,9,87,6,16,NA,0.049,NA,NA,4.065,0.637,NA,0.784,0.049,NA,0.196,17.532,NA,0.049,NA,NA,1.616,69.246,0.441,4.261,0.294,0.784,NA
2226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,2,31,53,68,1,123,3,2,33,490,1,67,29,12,6,1045,23,8,16,193,NA,0.136,0.091,1.403,2.399,3.078,0.045,5.568,0.136,0.091,1.494,22.182,0.045,3.033,1.313,0.543,0.272,47.306,1.041,0.362,0.724,8.737,NA
2227,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,11,2,3,15,552,1,14,1,13,2,21,NA,97,5,2,9,926,NA,2,1,940,NA,0.42,0.076,0.115,0.573,21.093,0.038,0.535,0.038,0.497,0.076,0.802,NA,3.707,0.191,0.076,0.344,35.384,NA,0.076,0.038,35.919,NA
2228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,41,307,1,34,2,23,19,1235,1,34,27,34,10,1408,8,31,9,451,3,0.054,0.108,0.136,1.111,8.322,0.027,0.922,0.054,0.623,0.515,33.478,0.027,0.922,0.732,0.922,0.271,38.168,0.217,0.84,0.244,12.226,0.081
2229,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,22,479,2109,NA,14,15,4,NA,183,3,32,4,192,5,1562,2,133,4,483,1,0.095,0.095,0.418,9.112,40.118,NA,0.266,0.285,0.076,NA,3.481,0.057,0.609,0.076,3.652,0.095,29.713,0.038,2.53,0.076,9.188,0.019
2230,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,2,NA,5,89,413,NA,NA,NA,18,9,494,NA,18,NA,1,12,1151,NA,8,13,187,1,0.083,NA,0.207,3.676,17.059,NA,NA,NA,0.743,0.372,20.405,NA,0.743,NA,0.041,0.496,47.542,NA,0.33,0.537,7.724,0.041
2231,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,NA,NA,132,304,NA,7,NA,NA,4,670,13,10,1,5,NA,1664,22,18,1,48,NA,0.034,NA,NA,4.552,10.483,NA,0.241,NA,NA,0.138,23.103,0.448,0.345,0.034,0.172,NA,57.379,0.759,0.621,0.034,1.655,NA
2232,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,NA,15,NA,84,326,1,5,NA,7,14,47,1,9,NA,3,3,530,3,27,NA,74,NA,NA,1.305,NA,7.311,28.372,0.087,0.435,NA,0.609,1.218,4.091,0.087,0.783,NA,0.261,0.261,46.127,0.261,2.35,NA,6.44,NA
2233,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,NA,34,1,53,64,NA,3,1,NA,13,137,NA,9,1,NA,11,687,3,13,NA,150,NA,NA,2.881,0.085,4.492,5.424,NA,0.254,0.085,NA,1.102,11.61,NA,0.763,0.085,NA,0.932,58.22,0.254,1.102,NA,12.712,NA
2234,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,22,6,10,96,274,NA,3,9,31,8,154,NA,50,16,9,2,2225,3,63,4,203,NA,0.69,0.188,0.314,3.011,8.595,NA,0.094,0.282,0.972,0.251,4.831,NA,1.568,0.502,0.282,0.063,69.793,0.094,1.976,0.125,6.368,NA
2235,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,NA,1,25,NA,34,NA,2,NA,2,6,15,1,13,NA,18,NA,501,4,8,NA,147,NA,NA,0.129,3.218,NA,4.376,NA,0.257,NA,0.257,0.772,1.931,0.129,1.673,NA,2.317,NA,64.479,0.515,1.03,NA,18.919,NA
2236,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,4,291,NA,40,218,NA,4,NA,NA,3,8,NA,5,2,2,NA,485,2,180,6,236,NA,0.269,19.583,NA,2.692,14.67,NA,0.269,NA,NA,0.202,0.538,NA,0.336,0.135,0.135,NA,32.638,0.135,12.113,0.404,15.882,NA
2237,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,2,1,510,1372,NA,12,5,30,14,871,2,707,52,28,7,2491,14,52,5,368,NA,0.107,0.031,0.015,7.786,20.947,NA,0.183,0.076,0.458,0.214,13.298,0.031,10.794,0.794,0.427,0.107,38.031,0.214,0.794,0.076,5.618,NA
2238,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,18,4,41,435,NA,120,3,50,11,1962,3,136,9,3,5,2184,32,12,12,438,NA,0.146,0.328,0.073,0.747,7.929,NA,2.187,0.055,0.911,0.201,35.764,0.055,2.479,0.164,0.055,0.091,39.81,0.583,0.219,0.219,7.984,NA
2239,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,4,605,NA,16,756,NA,51,NA,17,154,882,1,392,1,30,7,2926,49,NA,7,1605,NA,0.053,8.063,NA,0.213,10.076,NA,0.68,NA,0.227,2.053,11.755,0.013,5.225,0.013,0.4,0.093,38.998,0.653,NA,0.093,21.391,NA
2240,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,6,1,1,31,193,NA,4,1,2,4,640,NA,16,2,5,8,770,14,9,10,149,NA,0.322,0.054,0.054,1.661,10.343,NA,0.214,0.054,0.107,0.214,34.298,NA,0.857,0.107,0.268,0.429,41.265,0.75,0.482,0.536,7.985,NA
2241,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,4,NA,1,1451,96,1,35,9,1,17,43,1,2,1,NA,6,1582,16,166,6,797,NA,0.094,NA,0.024,34.262,2.267,0.024,0.826,0.213,0.024,0.401,1.015,0.024,0.047,0.024,NA,0.142,37.355,0.378,3.92,0.142,18.819,NA
2242,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16,2,NA,61,218,3,35,3,13,26,1513,NA,39,23,12,9,2821,24,62,29,325,1,0.306,0.038,NA,1.165,4.164,0.057,0.669,0.057,0.248,0.497,28.902,NA,0.745,0.439,0.229,0.172,53.887,0.458,1.184,0.554,6.208,0.019
2243,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,17,2,75,NA,6,NA,1,2,46,2,23,NA,46,4,425,1,32,2,159,2,0.118,NA,2.009,0.236,8.865,NA,0.709,NA,0.118,0.236,5.437,0.236,2.719,NA,5.437,0.473,50.236,0.118,3.783,0.236,18.794,0.236
2244,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,10,1,2,111,15,NA,2,NA,5,8,570,NA,8,NA,NA,2,344,8,11,5,77,NA,0.848,0.085,0.17,9.415,1.272,NA,0.17,NA,0.424,0.679,48.346,NA,0.679,NA,NA,0.17,29.177,0.679,0.933,0.424,6.531,NA
2245,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1390,NA,16,60,1,4,5,23,37,332,3,59,27,22,65,1719,11,38,10,506,NA,0.023,32.109,NA,0.37,1.386,0.023,0.092,0.116,0.531,0.855,7.669,0.069,1.363,0.624,0.508,1.502,39.709,0.254,0.878,0.231,11.689,NA
2246,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,1,NA,61,108,NA,6,NA,7,2,609,NA,14,20,2,17,653,7,10,2,109,NA,NA,0.061,NA,3.747,6.634,NA,0.369,NA,0.43,0.123,37.408,NA,0.86,1.229,0.123,1.044,40.111,0.43,0.614,0.123,6.695,NA
2247,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,NA,NA,119,705,24,20,1,96,4,100,15,98,28,25,4,1242,1,19,1,220,1,1.483,NA,NA,4.305,25.507,0.868,0.724,0.036,3.473,0.145,3.618,0.543,3.546,1.013,0.904,0.145,44.935,0.036,0.687,0.036,7.959,0.036
2248,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,NA,6,2,52,182,NA,4,NA,6,NA,11,16,4,NA,4,NA,1214,1,312,1,46,NA,NA,0.322,0.107,2.794,9.78,NA,0.215,NA,0.322,NA,0.591,0.86,0.215,NA,0.215,NA,65.234,0.054,16.765,0.054,2.472,NA
2249,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,2,1,20,54,NA,33,1,2,7,302,NA,29,2,1,3,783,35,1,12,151,NA,NA,0.139,0.069,1.39,3.753,NA,2.293,0.069,0.139,0.486,20.987,NA,2.015,0.139,0.069,0.208,54.413,2.432,0.069,0.834,10.493,NA
2250,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,37,10,1189,958,NA,85,1,25,29,710,6,319,4,19,6,3683,38,43,10,651,NA,0.089,0.473,0.128,15.185,12.235,NA,1.086,0.013,0.319,0.37,9.068,0.077,4.074,0.051,0.243,0.077,47.037,0.485,0.549,0.128,8.314,NA
2251,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,3,4,1,26,201,NA,9,NA,8,3,428,NA,49,NA,2,2,611,2,1,5,115,NA,0.204,0.272,0.068,1.769,13.673,NA,0.612,NA,0.544,0.204,29.116,NA,3.333,NA,0.136,0.136,41.565,0.136,0.068,0.34,7.823,NA
2252,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,2,30,1,1500,649,NA,54,NA,NA,NA,34,9,204,NA,7,NA,1780,11,7,1,266,NA,0.044,0.659,0.022,32.931,14.248,NA,1.186,NA,NA,NA,0.746,0.198,4.479,NA,0.154,NA,39.078,0.241,0.154,0.022,5.84,NA
2253,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,5,10,17,246,NA,29,4,10,58,777,4,54,13,12,15,2205,29,4,9,193,NA,0.108,0.135,0.27,0.46,6.652,NA,0.784,0.108,0.27,1.568,21.011,0.108,1.46,0.352,0.324,0.406,59.627,0.784,0.108,0.243,5.219,NA
2254,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,6,226,6,40,305,NA,18,1,10,30,223,NA,143,1,96,6,2576,19,9,3,410,NA,0.145,5.475,0.145,0.969,7.389,NA,0.436,0.024,0.242,0.727,5.402,NA,3.464,0.024,2.326,0.145,62.403,0.46,0.218,0.073,9.932,NA
2255,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,3,43,14,14,30,NA,33,1,6,5,140,NA,22,4,NA,1,764,3,NA,3,38,NA,0.267,3.826,1.246,1.246,2.669,NA,2.936,0.089,0.534,0.445,12.456,NA,1.957,0.356,NA,0.089,67.972,0.267,NA,0.267,3.381,NA
2256,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,2,264,1,139,150,NA,7,2,3,NA,29,7,13,NA,3,3,1108,2,30,3,337,NA,0.095,12.553,0.048,6.61,7.133,NA,0.333,0.095,0.143,NA,1.379,0.333,0.618,NA,0.143,0.143,52.687,0.095,1.427,0.143,16.025,NA
2257,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,NA,NA,1,143,10,NA,1,NA,NA,NA,161,2,2,2,NA,NA,840,38,3,NA,153,NA,NA,NA,0.074,10.546,0.737,NA,0.074,NA,NA,NA,11.873,0.147,0.147,0.147,NA,NA,61.947,2.802,0.221,NA,11.283,NA
2258,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,3,21,3,106,549,NA,33,3,6,4,240,NA,41,1,28,NA,985,8,3,3,278,NA,0.13,0.907,0.13,4.579,23.715,NA,1.425,0.13,0.259,0.173,10.367,NA,1.771,0.043,1.21,NA,42.549,0.346,0.13,0.13,12.009,NA
2259,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,NA,1,2,29,257,NA,5,1,17,14,17,1,62,NA,8,NA,1859,3,18,1,782,NA,NA,0.032,0.065,0.942,8.352,NA,0.162,0.032,0.552,0.455,0.552,0.032,2.015,NA,0.26,NA,60.416,0.097,0.585,0.032,25.414,NA
2260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,25,12,134,191,2,64,1,3,24,301,1,123,3,33,2,918,5,12,3,172,NA,0.049,1.232,0.591,6.601,9.409,0.099,3.153,0.049,0.148,1.182,14.828,0.049,6.059,0.148,1.626,0.099,45.222,0.246,0.591,0.148,8.473,NA
2261,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,2,3,11,202,NA,11,NA,8,1,227,NA,26,18,5,4,1022,3,NA,3,224,NA,0.056,0.113,0.169,0.621,11.406,NA,0.621,NA,0.452,0.056,12.818,NA,1.468,1.016,0.282,0.226,57.708,0.169,NA,0.169,12.648,NA
2262,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,4,1,NA,9,417,9,3,2,NA,5,195,1,8,NA,2,NA,1709,7,9,1,142,NA,0.158,0.04,NA,0.357,16.521,0.357,0.119,0.079,NA,0.198,7.726,0.04,0.317,NA,0.079,NA,67.71,0.277,0.357,0.04,5.626,NA
2263,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,NA,24,54,31,NA,1,2,76,3,314,NA,3,4,4,28,654,11,10,129,256,NA,NA,NA,1.496,3.367,1.933,NA,0.062,0.125,4.738,0.187,19.576,NA,0.187,0.249,0.249,1.746,40.773,0.686,0.623,8.042,15.96,NA
2264,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,13,28,1783,NA,5,10,1,6,534,154,285,15,11,7,1854,7,74,4,1334,NA,0.016,0.016,0.212,0.457,29.101,NA,0.082,0.163,0.016,0.098,8.716,2.513,4.652,0.245,0.18,0.114,30.26,0.114,1.208,0.065,21.772,NA
2265,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,4,NA,9,3,352,NA,9,2,NA,5,556,NA,56,3,NA,23,890,2,1,1,414,NA,0.172,NA,0.386,0.129,15.107,NA,0.386,0.086,NA,0.215,23.863,NA,2.403,0.129,NA,0.987,38.197,0.086,0.043,0.043,17.768,NA
2266,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,3,53,NA,32,97,NA,4,NA,2,2,192,42,19,10,1,NA,300,2,1,1,53,NA,0.369,6.511,NA,3.931,11.916,NA,0.491,NA,0.246,0.246,23.587,5.16,2.334,1.229,0.123,NA,36.855,0.246,0.123,0.123,6.511,NA
2267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,27,4,67,1980,2,78,1,11,12,867,3,267,11,11,8,4344,28,6,9,797,NA,0.012,0.316,0.047,0.785,23.201,0.023,0.914,0.012,0.129,0.141,10.159,0.035,3.129,0.129,0.129,0.094,50.902,0.328,0.07,0.105,9.339,NA
2268,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,7,4,13,9,367,4,29,2,NA,16,253,1,34,9,3,5,1290,9,1,15,286,NA,0.297,0.17,0.552,0.382,15.571,0.17,1.23,0.085,NA,0.679,10.734,0.042,1.443,0.382,0.127,0.212,54.731,0.382,0.042,0.636,12.134,NA
2269,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,5,3,NA,86,1702,NA,10,4,28,100,817,2,56,5,3,NA,1201,18,73,13,386,NA,0.111,0.066,NA,1.906,37.722,NA,0.222,0.089,0.621,2.216,18.107,0.044,1.241,0.111,0.066,NA,26.618,0.399,1.618,0.288,8.555,NA
2270,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,NA,22,166,390,1,15,NA,5,5,422,NA,27,4,10,15,1384,15,222,7,189,4,0.206,NA,0.756,5.706,13.407,0.034,0.516,NA,0.172,0.172,14.507,NA,0.928,0.138,0.344,0.516,47.576,0.516,7.631,0.241,6.497,0.138
2271,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,2,1,7,1,82,2,2,2,1,1,28,NA,65,NA,75,NA,794,3,NA,NA,156,2,0.163,0.082,0.572,0.082,6.699,0.163,0.163,0.163,0.082,0.082,2.288,NA,5.31,NA,6.127,NA,64.869,0.245,NA,NA,12.745,0.163
2272,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,2,4,196,315,NA,146,4,13,27,2575,4,35,28,20,10,3083,15,22,4,792,NA,0.055,0.027,0.055,2.685,4.316,NA,2,0.055,0.178,0.37,35.279,0.055,0.48,0.384,0.274,0.137,42.239,0.206,0.301,0.055,10.851,NA
2273,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,NA,57,2,14,203,3,14,2,3,11,130,1,185,1,8,6,900,15,NA,8,260,NA,NA,3.127,0.11,0.768,11.135,0.165,0.768,0.11,0.165,0.603,7.131,0.055,10.148,0.055,0.439,0.329,49.369,0.823,NA,0.439,14.262,NA
2274,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,NA,1,146,767,NA,17,3,17,8,484,1,10,13,118,19,2242,8,67,22,284,5,0.165,NA,0.024,3.444,18.094,NA,0.401,0.071,0.401,0.189,11.418,0.024,0.236,0.307,2.784,0.448,52.89,0.189,1.581,0.519,6.7,0.118
2275,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,9,8,84,188,NA,3,1,2,6,90,NA,13,4,7,1,335,4,5,2,104,NA,0.345,1.036,0.921,9.666,21.634,NA,0.345,0.115,0.23,0.69,10.357,NA,1.496,0.46,0.806,0.115,38.55,0.46,0.575,0.23,11.968,NA
2276,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,2,NA,9,164,1,13,NA,3,29,2583,1,45,9,11,4,1753,5,14,5,298,NA,0.101,0.04,NA,0.182,3.31,0.02,0.262,NA,0.061,0.585,52.14,0.02,0.908,0.182,0.222,0.081,35.386,0.101,0.283,0.101,6.015,NA
2277,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,3,NA,128,795,NA,2,NA,6,1,55,2,25,8,2,1,733,1,7,9,111,NA,0.474,0.158,NA,6.744,41.886,NA,0.105,NA,0.316,0.053,2.898,0.105,1.317,0.421,0.105,0.053,38.62,0.053,0.369,0.474,5.848,NA
2278,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,32,52,14,59,1,12,1,13,6,33,NA,78,5,3,1,662,7,8,1,181,NA,0.085,2.735,4.444,1.197,5.043,0.085,1.026,0.085,1.111,0.513,2.821,NA,6.667,0.427,0.256,0.085,56.581,0.598,0.684,0.085,15.47,NA
2279,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,15,NA,12,28,234,NA,8,NA,7,13,356,3,16,3,19,1,941,NA,19,25,114,NA,0.827,NA,0.662,1.544,12.9,NA,0.441,NA,0.386,0.717,19.625,0.165,0.882,0.165,1.047,0.055,51.874,NA,1.047,1.378,6.284,NA
2280,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,160,1,8,68,NA,148,1,2,4,33,1,253,2,10,NA,1910,24,3,3,475,NA,0.064,5.148,0.032,0.257,2.188,NA,4.762,0.032,0.064,0.129,1.062,0.032,8.14,0.064,0.322,NA,61.454,0.772,0.097,0.097,15.283,NA
2281,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,NA,NA,NA,4,3,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,113,2,NA,NA,1415,NA,NA,NA,NA,0.26,0.195,NA,NA,NA,0.065,0.065,NA,NA,0.065,NA,NA,NA,7.338,0.13,NA,NA,91.883,NA
2282,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,2,5,1,23,150,NA,1,15,NA,1,491,1,8,1,1,1,597,17,3,2,80,NA,0.143,0.357,0.071,1.643,10.714,NA,0.071,1.071,NA,0.071,35.071,0.071,0.571,0.071,0.071,0.071,42.643,1.214,0.214,0.143,5.714,NA
2283,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,564,22,2,173,1,100,NA,1,7,83,NA,184,NA,1,3,1180,1,5,2,145,NA,0.081,22.779,0.889,0.081,6.987,0.04,4.039,NA,0.04,0.283,3.352,NA,7.431,NA,0.04,0.121,47.658,0.04,0.202,0.081,5.856,NA
